LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate,MatchType
1720747105,04/10/2020,455,PPP,SPECIALTY RETINA CENTER LLC,6280 W Sample Rd. #202,POMPANO BEACH,FL,33067-3173,01/20/2021,Paid in Full,24,100,394000.0,394000.0,0.0,,51009,First-Citizens Bank & Trust Company,100 E. Tryon Rd DAC - 90,Raleigh,NC,27603-3581,U,N,N,New Business or 2 years or less,POMPANO BEACH,BROWARD,FL,33067-3173,FL-23,26.0,621111.0,Unanswered,Unknown/NotStated,,394000.0,,,,,,Subchapter S Corporation,51009,First-Citizens Bank & Trust Company,Raleigh,NC,Unanswered,Unanswered,,396536.07,02/12/2021,Retina
5740737108,04/14/2020,455,PPP,RETINA MACULA SPECIALISTS OF MIAMI LLC,184 NE 168 Street,MIAMI,FL,33162-3412,07/23/2021,Paid in Full,24,100,381927.0,381927.0,0.0,,29805,"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808-5529,U,N,N,Existing or more than 2 years old,MIAMI,MIAMI-DADE,FL,33162-3412,FL-24,32.0,621399.0,Unanswered,Unknown/NotStated,,381927.0,,,,,,Limited  Liability Company(LLC),29805,"TD Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,386319.16,06/11/2021,Retina
9006077104,04/15/2020,455,PPP,KUBAL AND VEDULA OPHTHALMIC,1776 N Pine Island Road,Plantation,FL,33322,01/22/2021,Paid in Full,24,100,362005.0,362005.0,0.0,,29805,"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808-5529,U,N,N,Existing or more than 2 years old,Plantation,BROWARD,FL,33322-0001,FL-20,31.0,621111.0,Unanswered,Unknown/NotStated,,362005.0,,,,,,Partnership,29805,"TD Bank, National Association",WILMINGTON,DE,Unanswered,Non-Veteran,,364448.53,12/22/2020,Ophthalm
5850527704,05/01/2020,455,PPP,RETINA ASSOCIATES OF SARASOTA PA,3920 Bee Ridge Rd Ste 101,Sarasota,FL,34233,05/19/2021,Paid in Full,24,100,361227.0,351982.0,0.0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,Sarasota,SARASOTA,FL,34233-0001,FL-17,26.0,621111.0,Unanswered,Unknown/NotStated,,351982.0,,,,,,Corporation,9551,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,355116.09,03/31/2021,Retina
7977407100,04/14/2020,455,PPP,"RETINA CARE SPECIALISTS, LLP",3399 PGA Blvd. #350,Palm Beach Gardens,FL,33410,01/09/2021,Paid in Full,24,100,342100.0,342100.0,0.0,,455644,Live Oak Banking Company,1741 Tiburon Dr,WILMINGTON,NC,28403-6244,U,N,N,Existing or more than 2 years old,Palm Beach Gardens,PALM BEACH,FL,33410-1000,FL-21,30.0,621111.0,Unanswered,Unknown/NotStated,,342100.0,,,,,,Partnership,455644,Live Oak Banking Company,WILMINGTON,NC,Unanswered,Unanswered,,344490.01,12/31/2020,Retina
1943007103,04/10/2020,455,PPP,SARASOTA RETINA INSTITUTE PA,3400 BEE RIDGE RD STE 200,SARASOTA,FL,34239-7246,04/16/2021,Paid in Full,24,100,305292.0,317013.0,0.0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,SARASOTA,SARASOTA,FL,34239-7246,FL-17,29.0,621320.0,Unanswered,Unknown/NotStated,,317013.0,,,,,,Corporation,9551,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,319705.44,03/11/2021,Retina
9743857004,04/09/2020,491,PPP,"VITREORETINAL ASSOCIATES, PA",4340 NEWBERRY RD STE 202,GAINESVILLE,FL,32607-2557,01/16/2021,Paid in Full,24,100,304700.0,304700.0,0.0,,40010,Renasant Bank,209 Troy St,TUPELO,MS,38804-4827,U,N,N,Existing or more than 2 years old,GAINESVILLE,ALACHUA,FL,32607-2557,FL-03,37.0,621320.0,Unanswered,Unknown/NotStated,,304700.0,,,,,,Subchapter S Corporation,40010,Renasant Bank,TUPELO,MS,Unanswered,Unanswered,,306655.16,12/15/2020,Retina
3374337106,04/11/2020,455,PPP,MURRAY OCULAR ONCOLOGY & RETINA,6705  Red Road Suite 412,SOUTH MIAMI,FL,33143-3622,02/24/2022,Paid in Full,24,100,292300.0,292300.0,0.0,,17616,Seacoast National Bank,815 Colorado Ave,STUART,FL,34994-3053,U,N,N,Existing or more than 2 years old,SOUTH MIAMI,MIAMI-DADE,FL,33143-3622,FL-27,31.0,621111.0,White,Not Hispanic or Latino,,292300.0,,,,,,Corporation,458637,Seacoast National Bank,Coral Gables,FL,Unanswered,Unanswered,,294946.94,03/15/2021,Retina
6037448408,02/10/2021,455,PPS,MURRAY OCULAR ONCOLOGY AND RETINA INC,6705 Red Road SW 57 Avenue,Miami,FL,33143,02/24/2022,Paid in Full,60,100,292300.0,292300.0,0.0,,17616,Seacoast National Bank,815 Colorado Ave,STUART,FL,34994-3053,U,N,N,Existing or more than 2 years old,Miami,MIAMI-DADE,FL,33143,FL-27,28.0,621111.0,White,Not Hispanic or Latino,1.0,292298.0,,,,,,Corporation,458637,Seacoast National Bank,Coral Gables,FL,Male Owned,Non-Veteran,,294825.15,12/21/2021,Retina
7286657204,04/28/2020,455,PPP,HANSA OPHTHALMICS LLC,4083 NW 79th Ave,Doral,FL,33166,09/29/2021,Paid in Full,24,100,270715.0,270715.0,0.0,,29805,"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808-5529,U,N,N,Existing or more than 2 years old,Doral,MIAMI-DADE,FL,33166-0001,FL-26,23.0,339112.0,Unanswered,Unknown/NotStated,,270715.0,,,,,,Limited  Liability Company(LLC),29805,"TD Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,274294.45,08/20/2021,Ophthalm
2948348906,04/27/2021,455,PPS,OPHTHALMOLOGY CENTER OF BREVARD LP,517 E New Haven Ave,Melbourne,FL,32901-5461,01/12/2022,Paid in Full,60,100,256771.7,256771.7,0.0,,124287,Community Bank of the South,277 N Sykes Creek Pkwy,MERRITT ISLAND,FL,32953-3428,U,Y,Y,Existing or more than 2 years old,Melbourne,BREVARD,FL,32901-5461,FL-08,26.0,621111.0,Unanswered,Unknown/NotStated,,256771.7,,,,,,Partnership,124287,Community Bank of the South,MERRITT ISLAND,FL,Unanswered,Unanswered,,258298.07,12/08/2021,Ophthalm
4535057308,04/29/2020,455,PPP,OPHTHALMOLOGY CENTER OF BREVARD LP,502 E NEW HAVEN AVE,MELBOURNE,FL,32901-5427,04/13/2021,Paid in Full,24,100,257500.0,256771.7,0.0,,124287,Community Bank of the South,277 N Sykes Creek Pkwy,MERRITT ISLAND,FL,32953-3428,U,Y,Y,Existing or more than 2 years old,MELBOURNE,BREVARD,FL,32901-5427,FL-08,16.0,621320.0,Unanswered,Unknown/NotStated,26354.34,205417.36,,25000.0,,,,Partnership,124287,Community Bank of the South,MERRITT ISLAND,FL,Unanswered,Unanswered,,259082.65,04/01/2021,Ophthalm
4874427709,05/01/2020,455,PPP,OPHTHALMOLOGY CONSULTANTS,5800 COLONIAL DR STE 100,MARGATE,FL,33063,06/10/2021,Paid in Full,24,100,212383.0,212383.0,0.0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,MARGATE,BROWARD,FL,33063-1200,FL-23,24.0,621111.0,Unanswered,Unknown/NotStated,,212383.0,,,,,,Corporation,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Unanswered,Unanswered,,214378.82,05/12/2021,Ophthalm
2750357101,04/11/2020,455,PPP,COOPERATIVE OPHTHALMIC LENS TESTING SERV,702 Stevens Ave,OLDSMAR,FL,34677-2957,05/19/2021,Paid in Full,24,100,210300.0,210300.0,0.0,,225134,Truist Bank,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,N,Existing or more than 2 years old,OLDSMAR,PINELLAS,FL,34677-2957,FL-13,13.0,541990.0,Unanswered,Not Hispanic or Latino,,210300.0,,,,,,Corporation,225134,Truist Bank,CHARLOTTE,NC,Female Owned,Unanswered,,212455.58,04/29/2021,Ophthalm
8252037006,04/08/2020,455,PPP,"RETINA ASSOCIATES OF FLORIDA, LLC",602 S MACDILL AVE,TAMPA,FL,33609-4614,12/16/2020,Paid in Full,24,100,204383.17,204383.17,0.0,,45120,Valley National Bank,615 Main Ave,PASSAIC,NJ,07055-5066,U,N,N,Existing or more than 2 years old,TAMPA,HILLSBOROUGH,FL,33609-4614,FL-14,16.0,621111.0,Unanswered,Unknown/NotStated,,204383.17,,,,,,Corporation,45120,Valley National Bank,PASSAIC,NJ,Unanswered,Unanswered,,205643.53,11/25/2020,Retina
2738607210,04/16/2020,455,PPP,"U.S. OPHTHALMIC, L.L.C.",9990 NW 14TH ST STE 105,MIAMI,FL,33172,09/30/2021,Paid in Full,24,100,199850.0,199850.0,0.0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,MIAMI,MIAMI-DADE,FL,33172-0001,FL-28,20.0,423460.0,Unanswered,Hispanic or Latino,11800.0,130650.0,0.0,49000.0,0.0,0.0,8400.0,Corporation,194093,"JPMorgan Chase Bank, National Association",CHICAGO,IL,Male Owned,Non-Veteran,,202515.78,08/23/2021,Ophthalm
6085218403,02/10/2021,455,PPS,U.S. OPHTHALMIC L.L.C.,9990 NW 14th St Ste 105,Miami,FL,33172-2772,08/16/2022,Paid in Full,60,100,194522.0,194522.0,0.0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,Miami,MIAMI-DADE,FL,33172-2772,FL-26,14.0,423460.0,Unanswered,Hispanic or Latino,,194522.0,,,,,,Corporation,48270,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Male Owned,Non-Veteran,,197227.91,07/08/2022,Ophthalm
5045227705,05/03/2020,455,PPP,RETINA AND MACULA CONSULTANTS PA,2400 S MCCALL RD STE A,ENGLEWOOD,FL,34224-5136,04/16/2021,Paid in Full,24,100,194265.0,194265.0,0.0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,ENGLEWOOD,CHARLOTTE,FL,34224-5136,FL-17,17.0,541690.0,Unanswered,Unknown/NotStated,,194265.0,,,,,,Corporation,9551,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,195840.41,02/25/2021,Retina
2788507202,04/16/2020,455,PPP,"SPACE COAST OPHTHALMOLOGY, LLC","1832 Garden St,",Titusville,FL,32796-3200,03/09/2021,Paid in Full,24,100,185000.0,185000.0,0.0,,2408,Regions Bank,1900 Fifth Avenue North,BIRMINGHAM,AL,35203,U,N,N,Existing or more than 2 years old,Titusville,BREVARD,FL,32796-3200,FL-08,12.0,621111.0,Unanswered,Unknown/NotStated,,185000.0,,,,,,Limited  Liability Company(LLC),2408,Regions Bank,BIRMINGHAM,AL,Unanswered,Unanswered,,186469.86,02/12/2021,Ophthalm
8128417201,04/28/2020,491,PPP,"RETINA ASSOCIATES, P.A.",2 SHIRCLIFF WAY Suite 715,JACKSONVILLE,FL,32204-4759,12/08/2020,Paid in Full,24,100,182000.0,182000.0,0.0,,88793,First Federal Bank,4705 W US Hwy 90,LAKE CITY,FL,32055-4884,U,N,N,Existing or more than 2 years old,JACKSONVILLE,DUVAL,FL,32204-4759,FL-04,13.0,621111.0,Unanswered,Unknown/NotStated,,182000.0,,,,,,Subchapter S Corporation,88793,First Federal Bank,LAKE CITY,FL,Unanswered,Unanswered,,182889.78,11/03/2020,Retina
3654158406,02/05/2021,455,PPS,OPHTHALMIC FACIAL PLASTIC SURGERY SPECIALISTS PA,7331 College Pkwy Ste 200,Fort Myers,FL,33907-5524,12/09/2021,Paid in Full,60,100,181624.79,181624.79,0.0,,123987,Cogent Bank,"420 S Orange Ave, Ste 150",ORLANDO,FL,32801,U,N,N,Existing or more than 2 years old,Fort Myers,LEE,FL,33907-5524,FL-19,10.0,621111.0,Unanswered,Unknown/NotStated,1.0,181620.79,,,,,,Corporation,123987,Cogent Bank,ORLANDO,FL,Male Owned,Non-Veteran,,182931.48,11/03/2021,Ophthalm
1751117107,04/10/2020,455,PPP,OPHTHALMIC FACIAL PLASTIC SURGERY,7331 COLLEGE PKWY Ste 200,FORT MYERS,FL,33907-5524,10/19/2021,Paid in Full,24,100,176453.75,176453.75,0.0,,67422,First Horizon Bank,165 Madison Ave,MEMPHIS,TN,38103-2723,U,N,N,Existing or more than 2 years old,FORT MYERS,LEE,FL,33907-5524,FL-19,15.0,621111.0,Unanswered,Unknown/NotStated,,176453.75,,,,,,Corporation,78586,"IberiaBank, A Division of First Horizon Bank",Lafayette,LA,Male Owned,Non-Veteran,,179002.53,09/27/2021,Ophthalm
7788048401,02/12/2021,455,PPS,PEDIATRIC OPHTHALMOLOGY CONSULTANTS OF SOUTH FLORIDA INC,220 SW 84th Ave Ste 204,Plantation,FL,33324-2709,05/20/2022,Paid in Full,60,100,163884.0,163884.63,0.0,,17124,City National Bank of Florida,100 SE 2nd St,MIAMI,FL,33131,U,N,Y,Existing or more than 2 years old,Plantation,BROWARD,FL,33324-2709,FL-25,15.0,621111.0,Unanswered,Not Hispanic or Latino,1.0,163881.63,,,,,,Corporation,17124,City National Bank of Florida,MIAMI,FL,Male Owned,Unanswered,,165172.62,12/20/2021,Ophthalm
2222068307,01/20/2021,491,PPS,RETINA ASSOCIATES P.A.,2 Shircliff Way Ste 715,Jacksonville,FL,32204-4759,09/14/2021,Paid in Full,60,100,155400.0,155400.0,0.0,,88793,First Federal Bank,4705 W US Hwy 90,LAKE CITY,FL,32055-4884,U,N,N,Existing or more than 2 years old,Jacksonville,DUVAL,FL,32204-4759,FL-04,16.0,621111.0,Unanswered,Unknown/NotStated,1.0,155395.0,,,,,,Subchapter S Corporation,88793,First Federal Bank,LAKE CITY,FL,Unanswered,Unanswered,,156280.6,08/24/2021,Retina
2328167108,04/10/2020,455,PPP,FLORIDA RETINA CONSULTANTS,2202 Lakeland Hills Blvd,Lakeland,FL,33805,04/10/2021,Paid in Full,24,100,151065.0,151065.0,0.0,,446773,Bank of Central Florida,5015 S Florida Ave,LAKELAND,FL,33813-5502,U,Y,N,Existing or more than 2 years old,Lakeland,POLK,FL,33805-0001,FL-18,21.0,621320.0,Unanswered,Unknown/NotStated,,151065.0,,,,,,Corporation,446773,Bank of Central Florida,LAKELAND,FL,Male Owned,Unanswered,,152463.9,03/19/2021,Retina
5202097305,04/30/2020,491,PPP,"THE RETINA CENTER, PA",3035 SW 27TH AVE,OCALA,FL,34471-0105,05/19/2021,Paid in Full,24,100,151051.0,151051.0,0.0,,225134,Truist Bank,214 N Tryon St,CHARLOTTE,NC,28202-1078,R,N,N,Existing or more than 2 years old,OCALA,MARION,FL,34471-0105,FL-03,10.0,621111.0,Unanswered,Unknown/NotStated,,151051.0,,,,,,Corporation,225134,Truist Bank,CHARLOTTE,NC,Unanswered,Unanswered,,152494.38,04/19/2021,Retina
8595817300,05/01/2020,405,PPP,"ATLANTA OPHTHALMOLOGY ASSOCIATES, P.C.",5730 Glenridge Drive suite 120,Atlanta,GA,30328,03/18/2022,Paid in Full,24,100,511801.0,511801.0,0.0,,121536,Customers Bank,40 General Warren Blvd,Malvern,PA,19355,U,N,N,Existing or more than 2 years old,Atlanta,FULTON,GA,30328-0001,GA-05,28.0,621111.0,Unanswered,Unknown/NotStated,,511801.0,,,,,,Corporation,121536,Customers Bank,Malvern,PA,Unanswered,Unanswered,,519625.25,11/17/2021,Ophthalm
1608977104,04/10/2020,405,PPP,"SEASIDE OPHTHALMOLOGY, INC.",3303 Glynn Avenue,BRUNSWICK,GA,31520-4406,12/10/2020,Paid in Full,24,100,481287.0,481287.0,0.0,,19627,South Coast Bank & Trust,1500 Newcastle St,BRUNSWICK,GA,31520-6805,U,Y,Y,Existing or more than 2 years old,BRUNSWICK,GLYNN,GA,31520-4406,GA-01,51.0,621320.0,Unanswered,Not Hispanic or Latino,,481287.0,,,,,,Subchapter S Corporation,19627,South Coast Bank & Trust,BRUNSWICK,GA,Female Owned,Unanswered,,483987.55,11/05/2020,Ophthalm
7246748307,01/28/2021,405,PPS,SEASIDE OPHTHALMOLOGY INC.,3303 Glynn Ave,Brunswick,GA,31520-4406,11/19/2021,Paid in Full,60,100,481287.0,481287.0,0.0,,19627,South Coast Bank & Trust,1500 Newcastle St,BRUNSWICK,GA,31520-6805,U,Y,Y,Existing or more than 2 years old,Brunswick,GLYNN,GA,31520-4406,GA-01,63.0,621111.0,Unanswered,Not Hispanic or Latino,1.0,481284.0,,,,,,Subchapter S Corporation,19627,South Coast Bank & Trust,BRUNSWICK,GA,Female Owned,Unanswered,,484455.47,09/24/2021,Ophthalm
2552647202,04/16/2020,405,PPP,"RETINA CONSULTANTS, P.C.",3520 WALTON WAY EXT,AUGUSTA,GA,30909-6605,04/20/2021,Paid in Full,24,100,347298.25,347298.25,0.0,,19248,Synovus Bank,1148 Broadway,COLUMBUS,GA,31901-2429,U,N,Y,Existing or more than 2 years old,AUGUSTA,RICHMOND,GA,30909-6605,GA-12,21.0,621111.0,Unanswered,Unknown/NotStated,,347298.25,,,,,,Corporation,19248,Synovus Bank,COLUMBUS,GA,Unanswered,Unanswered,,350571.42,03/31/2021,Retina
3272587110,04/11/2020,405,PPP,"SOUTHEAST RETINA CENTER, P.C.",3685 WHEELER RD,AUGUSTA,GA,30909-6440,01/21/2021,Paid in Full,24,100,346007.5,346007.5,0.0,,117723,"SouthState Bank, National Association",1101 First St South,WINTER HAVEN,FL,33880-3908,U,N,N,Existing or more than 2 years old,AUGUSTA,RICHMOND,GA,30909-6440,GA-12,32.0,622110.0,Unanswered,Unknown/NotStated,,346007.5,,,,,,Corporation,66278,"SouthState Bank, National Association",COLUMBIA,SC,Unanswered,Unanswered,,348391.11,12/28/2020,Retina
1316767109,04/10/2020,405,PPP,"GEORGIA OPHTHALMOLOGISTS, LLC",4159 MILL ST,COVINGTON,GA,30014-2546,01/21/2021,Paid in Full,24,100,299300.0,299300.0,0.0,,225134,Truist Bank,214 N Tryon St,CHARLOTTE,NC,28202-1078,R,N,Y,Existing or more than 2 years old,COVINGTON,NEWTON,GA,30014-2546,GA-04,33.0,621111.0,White,Hispanic or Latino,,299300.0,,,,,,Limited  Liability Company(LLC),225134,Truist Bank,CHARLOTTE,NC,Male Owned,Non-Veteran,,301119.13,02/12/2021,Ophthalm
6854237005,04/07/2020,405,PPP,RETINA ASSOCIATES OF MIDDLE GEORGIA PC,160 WATER TOWER CT,MACON,GA,31210-4873,08/20/2020,Paid in Full,24,100,218650.0,276275.55,0.0,,225134,Truist Bank,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,N,Existing or more than 2 years old,MACON,BIBB,GA,31210-4873,GA-08,22.0,621111.0,Unanswered,Unknown/NotStated,,276275.55,,,,,,Partnership,225134,Truist Bank,CHARLOTTE,NC,Unanswered,Unanswered,,,,Retina
9656617004,04/09/2020,405,PPP,"ATHENS RETINA CENTER, PC",2705 Jefferson Rd,ATHENS,GA,30607-1208,02/19/2021,Paid in Full,24,100,224777.7,224777.7,0.0,,19248,Synovus Bank,1148 Broadway,COLUMBUS,GA,31901-2429,U,N,N,Existing or more than 2 years old,ATHENS,CLARKE,GA,30607-1208,GA-10,17.0,621111.0,Unanswered,Unknown/NotStated,,224777.7,,,,,,Partnership,19248,Synovus Bank,COLUMBUS,GA,Unanswered,Unanswered,,226428.12,01/07/2021,Retina
1086837208,04/15/2020,405,PPP,PREMIER OPHTHALMOLOGY LLC,7170 HIGHWAY 278,COVINGTON,GA,30014-1529,01/20/2021,Paid in Full,24,100,222846.87,222846.87,0.0,,19248,Synovus Bank,1148 Broadway,COLUMBUS,GA,31901-2429,R,N,Y,Existing or more than 2 years old,COVINGTON,NEWTON,GA,30014-1529,GA-04,21.0,621320.0,Unanswered,Unknown/NotStated,,222846.87,,,,,,Limited  Liability Company(LLC),19248,Synovus Bank,COLUMBUS,GA,Unanswered,Unanswered,,224269.43,12/17/2020,Ophthalm
4222878400,02/06/2021,405,PPS,PREMIER OPHTHALMOLOGY LLC,7170 Highway 278 NE Ste B,Covington,GA,30014-1529,10/21/2021,Paid in Full,60,100,222846.0,222846.0,0.0,,19248,Synovus Bank,1148 Broadway,COLUMBUS,GA,31901-2429,R,N,Y,Existing or more than 2 years old,Covington,NEWTON,GA,30014-1529,GA-04,22.0,621320.0,Unanswered,Unknown/NotStated,,222846.0,,,,,,Limited  Liability Company(LLC),19248,Synovus Bank,COLUMBUS,GA,Unanswered,Unanswered,,224189.18,09/17/2021,Ophthalm
3461427107,04/11/2020,951,PPP,RETINA INSTITUTE MANAGEMENT,1620 ALA MOANA BLVD STE 500,HONOLULU,HI,96815-1437,10/28/2021,Paid in Full,24,100,354900.0,354900.0,0.0,,20088,First Hawaiian Bank,999 Bishop St,HONOLULU,HI,96813-4423,U,N,N,Existing or more than 2 years old,HONOLULU,HONOLULU,HI,96815-1437,HI-01,23.0,621320.0,Unanswered,Unknown/NotStated,,354900.0,,,,,,Corporation,20088,First Hawaiian Bank,HONOLULU,HI,Unanswered,Unanswered,,360095.34,10/04/2021,Retina
4577257002,04/03/2020,951,PPP,"RETINA CONSULTANTS OF HAWAII, INC",98-1079 Moanalua Road Suite 470,AIEA,HI,96701-4632,03/18/2021,Paid in Full,24,100,648800.0,312300.0,0.0,,112343,American Savings Bank FSB,1001 Bishop St,Honolulu,HI,96813,U,N,N,Existing or more than 2 years old,AIEA,HONOLULU,HI,96701-4632,HI-01,29.0,621111.0,Unanswered,Unknown/NotStated,,312300.0,,,,,,Corporation,112343,American Savings Bank FSB,Honolulu,HI,Unanswered,Unanswered,,314670.06,02/01/2021,Retina
8157607710,05/01/2020,761,PPP,ASSOCIATED OPHTHALMOLOGISTS PC,1212 PLEASANT ST,DES MOINES,IA,50309,03/20/2021,Paid in Full,24,100,385460.0,385460.0,0.0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,Y,N,Existing or more than 2 years old,DES MOINES,POLK,IA,50309-1000,IA-03,24.0,621111.0,Unanswered,Unknown/NotStated,,385460.0,,,,,,Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,387875.09,02/16/2021,Ophthalm
8537818407,02/13/2021,761,PPS,ASSOCIATED OPHTHALMOLOGISTS PC,1212 Pleasant St Ste 202,Des Moines,IA,50309-1411,11/20/2021,Paid in Full,60,100,385460.0,385460.0,0.0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,Y,N,Existing or more than 2 years old,Des Moines,POLK,IA,50309-1411,IA-03,24.0,621111.0,Unanswered,Unknown/NotStated,1.0,385458.0,,,,,,Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,387933.37,10/06/2021,Ophthalm
6428327005,04/06/2020,736,PPP,"CEDAR VALLEY OPHTHALMOLOGY, PC",2515 CYCLONE DR,WATERLOO,IA,50701-9746,03/11/2021,Paid in Full,24,100,243450.0,243450.0,0.0,,25325,BankIowa,7045 C Ave NE,CEDAR RAPIDS,IA,52402-1378,U,N,Y,Existing or more than 2 years old,WATERLOO,BLACK HAWK,IA,50701-9746,IA-02,30.0,621320.0,White,Not Hispanic or Latino,,243450.0,,,,,,Corporation,25325,BankIowa,CEDAR RAPIDS,IA,Male Owned,Unanswered,,244948.11,02/16/2021,Ophthalm
9004777109,04/15/2020,761,PPP,"IOWA RETINA CONSULTANTS, P.C.",1501 50TH ST STE 133,WEST DES MOINES,IA,50266-5920,04/09/2021,Paid in Full,24,100,232500.0,232500.0,0.0,,25587,West Bank,3330 Westown Pkwy,West Des Moines,IA,50266,U,N,N,Existing or more than 2 years old,WEST DES MOINES,POLK,IA,50266-5920,IA-03,23.0,621111.0,Unanswered,Unknown/NotStated,,232500.0,,,,,,Corporation,25587,West Bank,West Des Moines,IA,Male Owned,Non-Veteran,,234672.12,04/01/2021,Retina
8391367000,04/08/2020,507,PPP,"ILLINOIS RETINA ASSOCIATES, S.C.",71 W 156th St Ste 400,Harvey,IL,60426-4253,12/19/2020,Paid in Full,24,100,1752957.5,1752957.5,0.0,,21641,Old National Bank,One Main St,EVANSVILLE,IN,47708-1449,U,Y,Y,New Business or 2 years or less,Harvey,COOK,IL,60426-4253,IL-02,137.0,621111.0,Unanswered,Unknown/NotStated,,1752957.5,,,,,,Corporation,22050,"First Midwest Bank, A Division of Old National Bank",Chicago,IL,Unanswered,Non-Veteran,,1762598.77,11/05/2020,Retina
2926958301,01/21/2021,507,PPS,SUBURBAN ASSOCIATES IN OPHTHALMOLOGY LLC,1100 W Central Rd Ste 205,Arlington Heights,IL,60005-2465,04/20/2022,Paid in Full,60,100,847810.0,847810.0,0.0,,119325,"Village Bank and Trust, National Association",234 W Northwest Hwy,ARLINGTON HEIGHTS,IL,60004-5934,U,N,N,Existing or more than 2 years old,Arlington Heights,COOK,IL,60005-2465,IL-08,80.0,621111.0,Unanswered,Unknown/NotStated,,847810.0,,,,,,Limited  Liability Company(LLC),119325,"Village Bank and Trust, National Association",ARLINGTON HEIGHTS,IL,Unanswered,Unanswered,,857088.81,03/07/2022,Ophthalm
8029037003,04/08/2020,507,PPP,"SUBURBAN ASSOCIATES IN OPHTHALMOLOGY, LLC",1100 W CENTRAL RD Suite 205,ARLINGTON HEIGHTS,IL,60005-2401,09/25/2021,Paid in Full,24,100,817741.0,817741.0,0.0,,119325,"Village Bank and Trust, National Association",234 W Northwest Hwy,ARLINGTON HEIGHTS,IL,60004-5934,U,N,N,Existing or more than 2 years old,ARLINGTON HEIGHTS,COOK,IL,60005-2401,IL-08,71.0,621111.0,Unanswered,Unknown/NotStated,81774.1,613305.75,122661.15,,,,,Limited  Liability Company(LLC),119325,"Village Bank and Trust, National Association",ARLINGTON HEIGHTS,IL,Unanswered,Unanswered,,828712.36,08/16/2021,Ophthalm
1046157810,05/01/2020,507,PPP,MIDWEST RETINA CONSULTANTS,8901 GOLF RD STE 206,DES PLAINES,IL,60016,04/15/2021,Paid in Full,24,100,606212.54,606212.54,0.0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Unanswered,DES PLAINES,COOK,IL,60016-0001,IL-05,47.0,621111.0,Unanswered,Unknown/NotStated,,606212.54,,,,,,Subchapter S Corporation,121736,The Huntington National Bank,SIOUX FALLS,SD,Unanswered,Unanswered,,611146.44,03/02/2021,Retina
